seed,alpha,n_total,n_calib,n_test,Kmax,C,tau,calib_mean_vs_correct,calib_median_vs_correct,coverage_anytime,avg_set_size_anytime,avg_samples_used_anytime,median_samples_used_anytime,ece_anytime,brier_anytime,accuracy_fixedK_majority,avg_samples_used_mv,ece_mv,brier_mv,accuracy_q_consensus,avg_samples_used_qc,ece_qc,brier_qc,accuracy_cs_hoeffding,avg_samples_used_cs,ece_cs,brier_cs,coverage_acsc_ub,avg_set_size_acsc_ub,avg_samples_used_acsc_ub,ece_acsc_ub,brier_acsc_ub,accuracy_random_guess,pval_any_vs_target,mcnemar_p_naive_vs_ub,m_stop,q_consensus,delta_cs,seed_std,alpha_std,n_total_std,n_calib_std,n_test_std,Kmax_std,C_std,tau_std,calib_mean_vs_correct_std,calib_median_vs_correct_std,coverage_anytime_std,avg_set_size_anytime_std,avg_samples_used_anytime_std,median_samples_used_anytime_std,ece_anytime_std,brier_anytime_std,accuracy_fixedK_majority_std,avg_samples_used_mv_std,ece_mv_std,brier_mv_std,accuracy_q_consensus_std,avg_samples_used_qc_std,ece_qc_std,brier_qc_std,accuracy_cs_hoeffding_std,avg_samples_used_cs_std,ece_cs_std,brier_cs_std,coverage_acsc_ub_std,avg_set_size_acsc_ub_std,avg_samples_used_acsc_ub_std,ece_acsc_ub_std,brier_acsc_ub_std,accuracy_random_guess_std,pval_any_vs_target_std,mcnemar_p_naive_vs_ub_std,m_stop_std,q_consensus_std,delta_cs_std,coverage_anytime_ci_low,coverage_anytime_ci_high,accuracy_mv_ci_low,accuracy_mv_ci_high,accuracy_qc_ci_low,accuracy_qc_ci_high,accuracy_cs_ci_low,accuracy_cs_ci_high,coverage_acsc_ub_ci_low,coverage_acsc_ub_ci_high,accuracy_rg_ci_low,accuracy_rg_ci_high,pval_any_vs_target_mean,mcnemar_p_naive_vs_ub_mean,pval_any_vs_target_mean_bh_q,mcnemar_p_naive_vs_ub_mean_bh_q,n_seeds,cohens_h_vs_target
44.0,0.1,1500.0,300.0,1200.0,16.0,8.0,0.375,0.7173333333333334,0.7625,0.7108333333333333,1.0,1.0,1.0,0.2891666666666667,0.2891666666666667,0.9470000000000001,16.0,0.23242708333333334,0.11113606770833333,0.7071666666666665,1.0,0.29283333333333333,0.29283333333333333,0.9434999999999999,13.646166666666668,0.22224850427350434,0.11060781698580979,0.9438333333333333,1.0015,12.906166666666667,0.05081021825396823,0.04764404767809902,0.12633333333333333,0.0,1.6983387817617151e-46,1.0,0.75,0.05,1.5811388300841898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013068163976711587,0.02795084971874737,0.010929064207169992,0.0,0.0,0.0,0.010929064207169992,0.010929064207169995,0.0030956959368344827,0.0,0.004635211840043925,0.0020909830159055423,0.0033124344857252885,0.0,0.003312434485725288,0.0033124344857253037,0.003603624718406637,0.058385690788830255,0.0034356192619147733,0.0021493885728737622,0.010583661412237683,0.008109493750468589,0.019135844782908185,0.00607993191774329,0.005767974795624522,0.01018236492940395,0.0,3.7976009528208144e-46,0.0,0.0,0.0,0.6851812019692826,0.7364854646973841,0.9343241126017414,0.9596758873982587,0.6814190760918689,0.7329142572414641,0.9304364676675869,0.9565635323324129,0.9308060928833861,0.9568605737832805,0.10753595385087866,0.145130712815788,0.0,1.6983387817617151e-46,0.0,1.6983387817617151e-46,5,-0.4920126172770751
