t_ms h_imr h_echo
11.000000 0.016530 0.000000
11.100000 0.013643 0.000000
11.200000 0.005316 0.000000
11.300000 -0.005424 0.000000
11.400000 -0.014487 0.000000
11.500000 -0.018268 0.000000
11.600000 -0.015078 0.000000
11.700000 -0.005876 0.000000
11.800000 0.005994 0.000000
11.900000 0.016010 0.000000
12.000000 0.020190 0.000000
12.100000 0.016664 0.000000
12.200000 0.006494 0.000000
12.300000 -0.006625 0.000000
12.400000 -0.017694 0.000000
12.500000 -0.022313 0.000000
12.600000 -0.018416 0.000000
12.700000 -0.007176 0.000000
12.800000 0.007321 0.000000
12.900000 0.019555 0.000000
13.000000 0.024660 0.000000
13.100000 0.020353 0.000000
13.200000 0.007931 0.000000
13.300000 -0.008091 0.000000
13.400000 -0.021612 0.000000
13.500000 -0.027253 0.000000
13.600000 -0.022494 0.000000
13.700000 -0.008765 0.000000
13.800000 0.008942 0.000000
13.900000 0.023885 0.000000
14.000000 0.030119 0.000000
14.100000 0.024859 0.000000
14.200000 0.009687 0.000000
14.300000 -0.009883 0.000000
14.400000 -0.026397 0.000000
14.500000 -0.033287 0.000000
14.600000 -0.027474 0.000000
14.700000 -0.010706 0.000000
14.800000 0.010922 0.000000
14.900000 0.029173 0.000000
15.000000 0.036788 0.000000
15.100000 0.030363 0.000000
15.200000 0.011832 0.000000
15.300000 -0.012071 0.000000
15.400000 -0.032241 0.000000
15.500000 -0.040657 0.000000
15.600000 -0.033557 0.000000
15.700000 -0.013076 0.000000
15.800000 0.013341 0.000000
15.900000 0.035632 0.000000
16.000000 0.044933 0.000000
16.100000 0.037086 0.000000
16.200000 0.014452 0.000000
16.300000 -0.014744 0.000000
16.400000 -0.039379 0.000000
16.500000 -0.049659 0.000000
16.600000 -0.040986 0.000000
16.700000 -0.015972 0.000000
16.800000 0.016294 0.000000
16.900000 0.043521 0.000000
17.000000 0.054881 0.000000
17.100000 0.045297 0.000000
